# CDD320098:  DirectHits:  106    Rescued Proteins:  80    Prots with Domain in 9.A.14:  186 (88.6% from a total of 210)
# CDD320331:  DirectHits:  105    Rescued Proteins:  81    Prots with Domain in 9.A.14:  186 (88.6% from a total of 210)
# CDD425413:  DirectHits:  109    Rescued Proteins:  70    Prots with Domain in 9.A.14:  179 (85.2% from a total of 210)
# CDD410626:  DirectHits:  115    Rescued Proteins:  70    Prots with Domain in 9.A.14:  185 (88.1% from a total of 210)
# CDD381741:  DirectHits:  109    Rescued Proteins:  90    Prots with Domain in 9.A.14:  199 (94.8% from a total of 210)
# CDD320211:  DirectHits:  104    Rescued Proteins:  81    Prots with Domain in 9.A.14:  185 (88.1% from a total of 210)
# CDD410628:  DirectHits:  127    Rescued Proteins:  74    Prots with Domain in 9.A.14:  201 (95.7% from a total of 210)
# CDD341318:  DirectHits:  104    Rescued Proteins:  94    Prots with Domain in 9.A.14:  198 (94.3% from a total of 210)
# CDD320224:  DirectHits:  102    Rescued Proteins:  97    Prots with Domain in 9.A.14:  199 (94.8% from a total of 210)
# CDD320124:  DirectHits:  104    Rescued Proteins:  95    Prots with Domain in 9.A.14:  199 (94.8% from a total of 210)
# CDD320110:  DirectHits:  104    Rescued Proteins:  95    Prots with Domain in 9.A.14:  199 (94.8% from a total of 210)
# CDD320117:  DirectHits:  104    Rescued Proteins:  92    Prots with Domain in 9.A.14:  196 (93.3% from a total of 210)
# CDD341320:  DirectHits:  102    Rescued Proteins:  97    Prots with Domain in 9.A.14:  199 (94.8% from a total of 210)
# CDD320216:  DirectHits:  102    Rescued Proteins:  95    Prots with Domain in 9.A.14:  197 (93.8% from a total of 210)
11	9.A.14.1.11-Q8N6U8:529	CDD410628|33-328:1.47e-11|DirectHit	CDD410626|30-328:3.60e-59|DirectHit	CDD381741|32-335:1.33e-41|DirectHit	CDD425413|44-324:4.75e-43|DirectHit	CDD320098|26-333:8.76e-52|DirectHit	CDD320331|31-335:7.68e-26|DirectHit	CDD320124|31-335:1.33e-28|DirectHit	CDD320211|32-335:6.00e-38|DirectHit	CDD341318|31-335:1.02e-17|DirectHit	CDD320110|32-332:8.50e-15|DirectHit	CDD320117|28-335:3.56e-16|DirectHit	CDD320224|26-333:1.89e-17|DirectHit	CDD341320|31-335:5.73e-17|DirectHit	CDD320216|32-335:2.98e-11|DirectHit
12	9.A.14.1.12-P35359:354	CDD410628|43-310:7.19e-13|DirectHit	CDD410626|40-310:4.97e-51|DirectHit	CDD381741|40-317:3.71e-108|DirectHit	CDD425413|55-306:1.07e-55|DirectHit	CDD320098|39-314:7.67e-35|DirectHit	CDD320331|39-315:2.34e-35|DirectHit	CDD320124|39-317:1.78e-29|DirectHit	CDD320211|39-314:3.94e-60|DirectHit	CDD341318|39-315:1.13e-24|DirectHit	CDD320110|39-315:7.46e-28|DirectHit	CDD320117|40-315:1.32e-23|DirectHit	CDD320224|46-314:1.84e-22|DirectHit	CDD341320|45-314:1.13e-19|DirectHit	CDD320216|44-314:1.45e-21|DirectHit
13	9.A.14.1.13-Q9HB89:426	CDD410628|67-360:6.91e-11|DirectHit	CDD410626|65-360:5.05e-46|DirectHit	CDD381741|63-367:1.67e-23|DirectHit	CDD425413|77-356:7.34e-36|DirectHit	CDD320098|63-367:1.77e-34|DirectHit	CDD320331|67-367:1.75e-27|DirectHit	CDD320124|63-367:1.27e-37|DirectHit	CDD320211|65-195:1.05e-06|DirectHit	CDD341318|65-367:1.73e-21|DirectHit	CDD320110|61-367:1.80e-124|DirectHit	CDD320117|65-367:1.60e-11|DirectHit	CDD320224|69-367:5.94e-22|DirectHit	CDD341320|63-367:1.07e-22|DirectHit	CDD320216|61-365:3.61e-17|DirectHit
14	9.A.14.1.14-P30989:418	CDD410628|136-364:4.74e-11|DirectHit	CDD410626|67-368:2.87e-43|DirectHit	CDD381741|64-372:9.46e-22|DirectHit	CDD425413|80-364:1.23e-47|DirectHit	CDD320098|65-375:5.34e-24|DirectHit	CDD320331|64-375:2.67e-24|DirectHit	CDD320124|64-375:1.19e-33|DirectHit	CDD320211|64-372:1.05e-14|DirectHit	CDD341318|64-373:4.07e-22|DirectHit	CDD320110|64-375:1.74e-125|DirectHit	CDD320117|68-375:1.66e-21|DirectHit	CDD320224|134-375:4.31e-24|DirectHit	CDD341320|64-372:2.53e-23|DirectHit	CDD320216|64-372:1.76e-22|DirectHit
15	9.A.14.1.15-O43194:453	CDD410628|33-348:1.15e-10|DirectHit	CDD410626|33-348:1.98e-35|DirectHit	CDD381741|31-355:9.97e-19|DirectHit	CDD425413|72-344:2.46e-26|DirectHit	CDD320098|32-355:8.91e-27|DirectHit	CDD320331|31-355:8.12e-23|DirectHit	CDD320124|31-355:1.77e-24|DirectHit	CDD320211|31-353:3.70e-08|DirectHit	CDD341318|33-353:8.01e-19|DirectHit	CDD320110|31-355:2.51e-90|DirectHit	CDD320117|34-172:8.71e-09|DirectHit	CDD320224|39-355:1.20e-18|DirectHit	CDD341320|37-355:2.09e-15|DirectHit	CDD320216|31-353:2.55e-12|DirectHit
16	9.A.14.1.16-RDD36749:340	CDD410628|9-316:5.8e-11|Rescued1	CDD410626|13-316:4.58e-15|DirectHit	CDD381741|18-316:5.24e-05|DirectHit	CDD425413|54-313:1.92e-12|DirectHit	CDD320098|13-316:7.71e-09|DirectHit	CDD320331|21-313:5.95e-06|DirectHit	CDD320124|54-316:5.78e-08|DirectHit	CDD320211|8-326:4.2e-12|Rescued1	CDD341318|21-324:2.14e-05|DirectHit	CDD320110|46-319:2.21e-04|DirectHit	CDD320117|17-324:1.23e-06|DirectHit	CDD320224|54-316:2.81e-04|DirectHit	CDD341320|9-324:3.3e-11|Rescued1	CDD320216|121-324:1.19e-05|DirectHit
17	9.A.14.1.17-P02699:348	CDD410628|43-310:1.65e-15|DirectHit	CDD410626|40-310:2.14e-54|DirectHit	CDD381741|38-317:2.51e-112|DirectHit	CDD425413|55-306:9.62e-59|DirectHit	CDD320098|40-315:1.56e-37|DirectHit	CDD320331|46-315:2.03e-42|DirectHit	CDD320124|44-317:1.43e-32|DirectHit	CDD320211|40-315:5.54e-63|DirectHit	CDD341318|39-315:2.99e-27|DirectHit	CDD320110|40-315:1.48e-29|DirectHit	CDD320117|46-315:4.53e-29|DirectHit	CDD320224|46-314:4.62e-25|DirectHit	CDD341320|39-314:1.05e-21|DirectHit	CDD320216|44-314:8.70e-20|DirectHit
18	9.A.14.1.18-T1T879:310	CDD410628|7-136:1.05e-05|DirectHit	CDD410626|3-310:1.12e-28|DirectHit	CDD381741|7-302:3.83e-20|DirectHit	CDD425413|17-138:4.29e-21|DirectHit	CDD320098|2-159:5.69e-19|DirectHit	CDD320331|8-135:9.78e-16|DirectHit	CDD320124|10-135:1.14e-15|DirectHit	CDD320211|4-159:3.88e-10|DirectHit	CDD341318|4-134:1.67e-05|DirectHit	CDD320110|8-145:2.59e-10|DirectHit	CDD320117|3-135:1.85e-06|DirectHit	CDD320224|8-135:4.43e-11|DirectHit	CDD341320|13-138:8.21e-10|DirectHit	CDD320216|7-135:1.47e-10|DirectHit
19	9.A.14.1.19-Q9HBX9:757	CDD410628|406-685:2.5e-21|Rescued1	CDD410626|410-684:3.55e-33|DirectHit	CDD381741|410-690:9.83e-22|DirectHit	CDD425413|422-681:1.23e-24|DirectHit	CDD320098|410-690:1.12e-27|DirectHit	CDD320331|414-692:7.07e-14|DirectHit	CDD320124|414-689:1.63e-17|DirectHit	CDD320211|410-692:8.60e-04|DirectHit	CDD341318|483-692:9.88e-11|DirectHit	CDD320110|410-690:1.50e-10|DirectHit	CDD320117|407-681:1.69e-08|DirectHit	CDD320224|406-690:3.86e-09|DirectHit	CDD341320|410-689:7.51e-10|DirectHit	CDD320216|485-690:1.27e-07|DirectHit
20	9.A.14.1.20-O95665:410	CDD410628|95-226:6.12e-04|DirectHit	CDD410626|101-362:7.46e-29|DirectHit	CDD381741|97-313:2.68e-08|DirectHit	CDD425413|97-358:1.43e-28|DirectHit	CDD320098|101-369:2.78e-17|DirectHit	CDD320331|97-369:8.64e-11|DirectHit	CDD320124|100-369:1.03e-22|DirectHit	CDD320211|32-369:3.1e-56|Rescued1	CDD341318|95-367:7.76e-15|DirectHit	CDD320110|33-369:3.90e-65|DirectHit	CDD320117|95-366:1.83e-12|DirectHit	CDD320224|101-369:5.64e-23|DirectHit	CDD341320|96-367:2.97e-12|DirectHit	CDD320216|101-367:1.33e-12|DirectHit
21	9.A.14.1.21-P16473:764	CDD410628|423-678:4.08e-12|DirectHit	CDD410626|419-681:5.04e-44|DirectHit	CDD381741|419-687:4.63e-31|DirectHit	CDD425413|431-678:3.25e-42|DirectHit	CDD320098|419-687:7.86e-36|DirectHit	CDD320331|423-688:2.00e-14|DirectHit	CDD320124|419-689:2.15e-27|DirectHit	CDD320211|417-680:1.92e-17|DirectHit	CDD341318|423-689:2.13e-21|DirectHit	CDD320110|423-690:1.28e-06|DirectHit	CDD320117|419-682:9.02e-16|DirectHit	CDD320224|419-685:1.31e-14|DirectHit	CDD341320|424-687:4.59e-19|DirectHit	CDD320216|424-687:8.16e-13|DirectHit
22	9.A.14.2.1-P21453:382	CDD410628|48-315:5.38e-16|DirectHit	CDD410626|49-315:4.24e-45|DirectHit	CDD381741|49-322:1.27e-24|DirectHit	CDD425413|62-311:7.94e-46|DirectHit	CDD320098|47-322:4.19e-42|DirectHit	CDD320331|49-322:5.78e-16|DirectHit	CDD320124|49-322:1.22e-24|DirectHit	CDD320211|51-321:6.37e-17|DirectHit	CDD341318|50-320:3.21e-12|DirectHit	CDD320110|50-322:4.92e-14|DirectHit	CDD320117|49-311:2.74e-12|DirectHit	CDD320224|47-322:2.04e-10|DirectHit	CDD341320|50-322:1.46e-11|DirectHit	CDD320216|47-320:1.64e-11|DirectHit
23	9.A.14.2.2-P21554:472	CDD410628|130-399:6.77e-10|DirectHit	CDD410626|119-401:6.91e-43|DirectHit	CDD381741|118-408:9.27e-26|DirectHit	CDD425413|133-397:1.96e-49|DirectHit	CDD320098|119-408:1.12e-36|DirectHit	CDD320331|119-408:1.77e-18|DirectHit	CDD320124|131-408:6.97e-23|DirectHit	CDD320211|117-407:7.43e-24|DirectHit	CDD341318|131-317:1.28e-06|DirectHit	CDD320110|131-408:1.57e-09|DirectHit	CDD320117|119-408:1.11e-12|DirectHit	CDD320224|131-408:3.62e-08|DirectHit	CDD341320|118-408:1.16e-09|DirectHit	CDD320216|134-405:1.43e-07|DirectHit
24	9.A.14.2.3-P32245:332	CDD410628|54-293:1.35e-13|DirectHit	CDD410626|50-306:6.48e-37|DirectHit	CDD381741|50-313:2.64e-14|DirectHit	CDD425413|61-302:4.96e-39|DirectHit	CDD320098|50-313:2.33e-38|DirectHit	CDD320331|50-313:4.36e-13|DirectHit	CDD320124|56-313:6.50e-21|DirectHit	CDD320211|54-261:2.09e-08|DirectHit	CDD341318|56-313:3.13e-08|DirectHit	CDD320110|50-313:4.97e-14|DirectHit	CDD320117|50-313:4.11e-05|DirectHit	CDD320224|46-313:6.60e-11|DirectHit	CDD341320|44-313:6.9e-54|Rescued1	CDD320216|48-311:1.02e-10|DirectHit
25	9.A.14.2.4-Q01718:297	CDD410628|30-278:8.33e-13|DirectHit	CDD410626|30-280:4.87e-33|DirectHit	CDD381741|30-287:2.56e-16|DirectHit	CDD425413|41-276:1.60e-35|DirectHit	CDD320098|30-287:8.67e-34|DirectHit	CDD320331|30-287:1.38e-16|DirectHit	CDD320124|30-287:3.07e-15|DirectHit	CDD320211|34-286:2.18e-12|DirectHit	CDD341318|36-285:1.00e-10|DirectHit	CDD320110|30-287:6.39e-09|DirectHit	CDD320117|30-284:3.25e-05|DirectHit	CDD320224|30-287:1.38e-13|DirectHit	CDD341320|24-287:5.79e-07|DirectHit	CDD320216|24-284:1.02e-08|DirectHit
26	9.A.14.2.5-Q9HBW0:351	CDD410628|54-296:4.25e-15|DirectHit	CDD410626|54-298:5.96e-32|DirectHit	CDD381741|54-306:2.86e-12|DirectHit	CDD425413|54-295:1.24e-31|DirectHit	CDD320098|54-306:3.08e-30|DirectHit	CDD320331|54-266:2.07e-07|DirectHit	CDD320124|54-308:1.51e-10|DirectHit	CDD320211|54-263:3.55e-10|DirectHit	CDD341318|33-310:5.7e-36|Rescued1	CDD320110|56-306:2.34e-08|DirectHit	CDD320117|54-295:2.59e-05|DirectHit	CDD320224|54-308:9.67e-08|DirectHit	CDD341320|71-306:2.62e-06|DirectHit	CDD320216|33-310:5.8e-36|Rescued1
27	9.A.14.2.6-P34972:360	CDD410628|34-301:7.61e-12|DirectHit	CDD410626|37-303:4.82e-41|DirectHit	CDD381741|34-309:6.67e-20|DirectHit	CDD425413|50-299:1.15e-49|DirectHit	CDD320098|36-307:5.18e-35|DirectHit	CDD320331|37-301:9.07e-16|DirectHit	CDD320124|38-309:1.20e-18|DirectHit	CDD320211|42-301:2.83e-18|DirectHit	CDD341318|34-299:4.40e-08|DirectHit	CDD320110|36-308:2.01e-10|DirectHit	CDD320117|36-307:2.88e-07|DirectHit	CDD320224|36-309:9.87e-08|DirectHit	CDD341320|35-301:1.54e-08|DirectHit	CDD320216|51-307:1.75e-08|DirectHit
28	9.A.14.2.7-P46089:330	CDD410628|43-301:1.7e-20|Rescued1	CDD410626|45-301:2.42e-28|DirectHit	CDD381741|45-301:4.42e-11|DirectHit	CDD425413|57-297:5.69e-28|DirectHit	CDD320098|58-308:2.87e-29|DirectHit	CDD320331|46-301:4.33e-06|DirectHit	CDD320124|58-302:4.92e-12|DirectHit	CDD320211|45-299:1.94e-09|DirectHit	CDD341318|82-299:5.29e-04|DirectHit	CDD320110|40-308:5e-21|Rescued1	CDD320117|46-299:8.05e-04|DirectHit	CDD320224|58-306:1.15e-05|DirectHit	CDD341320|48-299:1.65e-05|DirectHit	CDD320216|58-308:3.65e-07|DirectHit
29	9.A.14.3.1-G4VI72:524	CDD410628|76-263:8.48e-15|DirectHit	CDD410626|70-263:8.66e-47|DirectHit	CDD381741|70-263:3.82e-26|DirectHit	CDD425413|76-263:5.02e-44|DirectHit	CDD320098|71-251:4.05e-56|DirectHit	CDD320331|71-248:3.26e-27|DirectHit	CDD320124|71-263:5.30e-28|DirectHit	CDD320211|70-251:1.01e-26|DirectHit	CDD341318|71-250:1.77e-19|DirectHit	CDD320110|71-251:3.76e-19|DirectHit	CDD320117|71-250:4.49e-22|DirectHit	CDD320224|71-246:1.87e-14|DirectHit	CDD341320|74-246:3.91e-17|DirectHit	CDD320216|76-239:1.59e-15|DirectHit
30	9.A.14.3.2-P12657:460	CDD410628|34-231:3.02e-14|DirectHit	CDD410626|33-422:7.92e-58|DirectHit	CDD381741|28-229:7.48e-26|DirectHit	CDD425413|42-418:6.29e-61|DirectHit	CDD320098|34-429:2.13e-79|DirectHit	CDD320331|33-220:3.94e-25|DirectHit	CDD320124|40-208:4.81e-22|DirectHit	CDD320211|28-225:5.80e-21|DirectHit	CDD341318|42-213:2.16e-15|DirectHit	CDD320110|33-211:6.95e-20|DirectHit	CDD320117|31-221:2.58e-22|DirectHit	CDD320224|33-213:1.16e-17|DirectHit	CDD341320|40-213:8.09e-15|DirectHit	CDD320216|33-233:7.55e-13|DirectHit
31	9.A.14.3.3-E1JI27:601	CDD410628|112-293:6.48e-20|DirectHit	CDD410626|113-293:1.67e-57|DirectHit	CDD381741|113-293:3.21e-34|DirectHit	CDD425413|126-293:2.58e-55|DirectHit	CDD320098|111-294:9.40e-87|DirectHit	CDD320331|110-294:2.11e-34|DirectHit	CDD320124|117-292:1.24e-34|DirectHit	CDD320211|114-294:2.10e-33|DirectHit	CDD341318|111-292:8.66e-21|DirectHit	CDD320110|109-292:1.76e-22|DirectHit	CDD320117|115-292:3.07e-24|DirectHit	CDD320224|110-290:2.82e-23|DirectHit	CDD341320|117-292:8.15e-18|DirectHit	CDD320216|115-292:5.88e-19|DirectHit
32	9.A.14.3.4-P30542:326	CDD410628|17-290:1.71e-07|DirectHit	CDD410626|12-291:2.27e-42|DirectHit	CDD381741|17-299:3.87e-24|DirectHit	CDD425413|26-288:1.55e-40|DirectHit	CDD320098|12-299:3.96e-51|DirectHit	CDD320331|10-299:6.01e-15|DirectHit	CDD320124|11-299:1.07e-30|DirectHit	CDD320211|13-297:7.71e-18|DirectHit	CDD341318|18-296:6.89e-07|DirectHit	CDD320110|15-299:3.63e-13|DirectHit	CDD320117|18-138:3.74e-04|DirectHit	CDD320224|18-299:1.51e-15|DirectHit	CDD341320|18-296:9.11e-06|DirectHit	CDD320216|18-296:2.59e-07|DirectHit
33	9.A.14.3.5-P07550:413	CDD410628|36-330:3.38e-62|DirectHit	CDD410626|36-327:2.82e-77|DirectHit	CDD381741|34-336:2.63e-35|DirectHit	CDD425413|50-326:8.11e-74|DirectHit	CDD320098|35-336:1.21e-104|DirectHit	CDD320331|41-326:4.00e-42|DirectHit	CDD320124|38-336:7.39e-48|DirectHit	CDD320211|36-335:1.35e-33|DirectHit	CDD341318|36-327:7.83e-28|DirectHit	CDD320110|34-336:3.78e-32|DirectHit	CDD320117|38-327:8.42e-30|DirectHit	CDD320224|32-336:6.30e-32|DirectHit	CDD341320|38-327:1.57e-25|DirectHit	CDD320216|34-333:2.65e-24|DirectHit
34	9.A.14.3.6-P28222:390	CDD410628|52-373:6.32e-21|DirectHit	CDD410626|52-373:1.44e-69|DirectHit	CDD381741|50-380:2.22e-33|DirectHit	CDD425413|67-369:2.48e-74|DirectHit	CDD320098|51-380:4.14e-106|DirectHit	CDD320331|50-380:2.66e-35|DirectHit	CDD320124|51-380:7.00e-46|DirectHit	CDD320211|55-379:2.98e-30|DirectHit	CDD341318|50-378:7.41e-16|DirectHit	CDD320110|50-380:4.83e-28|DirectHit	CDD320117|53-380:1.53e-25|DirectHit	CDD320224|55-380:5.14e-25|DirectHit	CDD341320|50-380:6.81e-16|DirectHit	CDD320216|50-378:1.53e-22|DirectHit
35	9.A.14.3.7-P41595:481	CDD410628|59-384:9.10e-10|DirectHit	CDD410626|56-384:6.87e-51|DirectHit	CDD381741|55-391:1.69e-25|DirectHit	CDD425413|71-380:4.55e-62|DirectHit	CDD320098|56-391:8.21e-83|DirectHit	CDD320331|58-391:7.24e-25|DirectHit	CDD320124|58-391:7.78e-44|DirectHit	CDD320211|59-238:1.66e-18|DirectHit	CDD341318|58-389:5.41e-20|DirectHit	CDD320110|58-391:2.44e-27|DirectHit	CDD320117|57-388:1.15e-20|DirectHit	CDD320224|63-391:1.61e-20|DirectHit	CDD341320|57-391:7.42e-14|DirectHit	CDD320216|71-388:8.57e-19|DirectHit
36	9.A.14.3.8-P29274:412	CDD410628|14-290:2.03e-21|DirectHit	CDD410626|9-291:9.54e-74|DirectHit	CDD381741|4-299:1.12e-45|DirectHit	CDD425413|23-288:1.25e-65|DirectHit	CDD320098|8-299:3.66e-74|DirectHit	CDD320331|7-299:5.32e-37|DirectHit	CDD320124|8-299:9.50e-48|DirectHit	CDD320211|14-297:1.90e-29|DirectHit	CDD341318|8-299:5.88e-26|DirectHit	CDD320110|14-299:1.09e-25|DirectHit	CDD320117|15-288:1.49e-16|DirectHit	CDD320224|16-299:7.40e-29|DirectHit	CDD341320|8-299:9.32e-20|DirectHit	CDD320216|3-301:4.40e-20|DirectHit
