# CDD340865:  DirectHits:  54    Rescued Proteins:  0    Prots with Domain in 2.A.17:  54 (100.0% from a total of 54)
# CDD340969:  DirectHits:  52    Rescued Proteins:  2    Prots with Domain in 2.A.17:  54 (100.0% from a total of 54)
# CDD340974:  DirectHits:  52    Rescued Proteins:  2    Prots with Domain in 2.A.17:  54 (100.0% from a total of 54)
# CDD340975:  DirectHits:  54    Rescued Proteins:  0    Prots with Domain in 2.A.17:  54 (100.0% from a total of 54)
# CDD349949:  DirectHits:  30    Rescued Proteins:  24    Prots with Domain in 2.A.17:  54 (100.0% from a total of 54)
# CDD340977:  DirectHits:  54    Rescued Proteins:  0    Prots with Domain in 2.A.17:  54 (100.0% from a total of 54)
# CDD340906:  DirectHits:  51    Rescued Proteins:  3    Prots with Domain in 2.A.17:  54 (100.0% from a total of 54)
# CDD340909:  DirectHits:  54    Rescued Proteins:  0    Prots with Domain in 2.A.17:  54 (100.0% from a total of 54)
# CDD225646:  DirectHits:  53    Rescued Proteins:  1    Prots with Domain in 2.A.17:  54 (100.0% from a total of 54)
# CDD340973:  DirectHits:  54    Rescued Proteins:  0    Prots with Domain in 2.A.17:  54 (100.0% from a total of 54)
# CDD340971:  DirectHits:  54    Rescued Proteins:  0    Prots with Domain in 2.A.17:  54 (100.0% from a total of 54)
# CDD273342:  DirectHits:  32    Rescued Proteins:  22    Prots with Domain in 2.A.17:  54 (100.0% from a total of 54)
# CDD340908:  DirectHits:  52    Rescued Proteins:  2    Prots with Domain in 2.A.17:  54 (100.0% from a total of 54)
# CDD340907:  DirectHits:  35    Rescued Proteins:  19    Prots with Domain in 2.A.17:  54 (100.0% from a total of 54)
# CDD340905:  DirectHits:  54    Rescued Proteins:  0    Prots with Domain in 2.A.17:  54 (100.0% from a total of 54)
# CDD340904:  DirectHits:  49    Rescued Proteins:  5    Prots with Domain in 2.A.17:  54 (100.0% from a total of 54)
# CDD273343:  DirectHits:  51    Rescued Proteins:  3    Prots with Domain in 2.A.17:  54 (100.0% from a total of 54)
# CDD340970:  DirectHits:  52    Rescued Proteins:  2    Prots with Domain in 2.A.17:  54 (100.0% from a total of 54)
# CDD425909:  DirectHits:  54    Rescued Proteins:  0    Prots with Domain in 2.A.17:  54 (100.0% from a total of 54)
# CDD340972:  DirectHits:  49    Rescued Proteins:  5    Prots with Domain in 2.A.17:  54 (100.0% from a total of 54)
# CDD340976:  DirectHits:  54    Rescued Proteins:  0    Prots with Domain in 2.A.17:  54 (100.0% from a total of 54)
11	2.A.17.2.3-U9UKY5:537	CDD340975|45-480:3.94e-28|DirectHit	CDD340977|45-482:3.39e-25|DirectHit	CDD340971|45-479:2.56e-20|DirectHit	CDD340909|52-487:2.40e-37|DirectHit	CDD340976|52-482:5.54e-30|DirectHit	CDD425909|111-493:1.60e-76|DirectHit	CDD340865|45-519:5.12e-67|DirectHit	CDD340973|52-489:7.00e-15|DirectHit	CDD340905|46-515:7.21e-54|DirectHit	CDD225646|25-514:4.58e-66|DirectHit	CDD340969|42-482:1.91e-22|DirectHit	CDD340974|52-487:1.85e-19|DirectHit	CDD340908|42-512:6.04e-150|DirectHit	CDD340970|42-480:1.14e-29|DirectHit	CDD340906|48-489:1.36e-33|DirectHit	CDD273343|91-411:5.22e-23|DirectHit	CDD340904|42-519:2.47e-19|DirectHit	CDD340972|66-489:1.18e-13|DirectHit	CDD340907|45-495:8.6e-29|Rescued1	CDD273342|47-519:1.54e-07|DirectHit	CDD349949|42-513:1.8e-62|Rescued1
12	2.A.17.2.4-Q1MU37:557	CDD340975|29-487:1.34e-33|DirectHit	CDD340977|88-483:1.03e-26|DirectHit	CDD340971|87-485:2.20e-21|DirectHit	CDD340909|29-485:1.24e-36|DirectHit	CDD340976|30-484:4.10e-32|DirectHit	CDD425909|105-499:5.07e-67|DirectHit	CDD340865|25-524:4.99e-66|DirectHit	CDD340973|74-486:1.25e-20|DirectHit	CDD340905|30-484:1.18e-55|DirectHit	CDD225646|6-525:6.73e-56|DirectHit	CDD340969|25-488:5.54e-22|DirectHit	CDD340974|71-485:9.87e-24|DirectHit	CDD340908|21-525:5.32e-149|DirectHit	CDD340970|22-488:3.47e-27|DirectHit	CDD340906|26-503:4.91e-33|DirectHit	CDD273343|35-412:6.38e-27|DirectHit	CDD340904|24-521:8.51e-25|DirectHit	CDD340972|87-489:1.63e-16|DirectHit	CDD340907|26-522:8.5e-26|Rescued1	CDD273342|21-527:1.6e-66|Rescued1	CDD349949|26-520:9.1e-54|Rescued1
13	2.A.17.2.5-Q59ST2:576	CDD340975|68-541:4.99e-29|DirectHit	CDD340977|70-512:1.59e-30|DirectHit	CDD340971|71-512:6.97e-23|DirectHit	CDD340909|75-510:2.55e-44|DirectHit	CDD340976|76-522:1.17e-33|DirectHit	CDD425909|142-514:9.97e-75|DirectHit	CDD340865|69-539:4.75e-93|DirectHit	CDD340973|76-510:2.17e-11|DirectHit	CDD340905|66-547:2.53e-60|DirectHit	CDD225646|50-556:5.33e-103|DirectHit	CDD340969|66-541:5.74e-25|DirectHit	CDD340974|76-513:1.23e-16|DirectHit	CDD340908|66-540:0.0|DirectHit	CDD340970|66-541:1.63e-27|DirectHit	CDD340906|68-518:5.25e-28|DirectHit	CDD273343|81-436:6.69e-17|DirectHit	CDD340904|66-540:3.42e-20|DirectHit	CDD340972|129-512:6.72e-09|DirectHit	CDD340907|69-535:1e-26|Rescued1	CDD273342|75-543:9.58e-12|DirectHit	CDD349949|64-534:3.5e-109|Rescued1
14	2.A.17.3.1-Q05085:590	CDD340975|31-568:4.01e-152|DirectHit	CDD340977|31-565:5.16e-142|DirectHit	CDD340971|31-565:0.0|DirectHit	CDD340909|34-565:0.0|DirectHit	CDD340976|31-566:1.21e-132|DirectHit	CDD425909|99-532:7.52e-124|DirectHit	CDD340865|34-565:8.31e-161|DirectHit	CDD340973|31-565:1.16e-131|DirectHit	CDD340905|37-570:3.60e-43|DirectHit	CDD225646|35-564:9.35e-26|DirectHit	CDD340969|33-568:3.99e-19|DirectHit	CDD340974|37-566:3.82e-114|DirectHit	CDD340908|33-510:1.19e-13|DirectHit	CDD340970|33-568:7.74e-24|DirectHit	CDD340906|32-563:6.28e-34|DirectHit	CDD273343|55-453:4.35e-28|DirectHit	CDD340904|40-565:1.04e-16|DirectHit	CDD340972|33-565:5.05e-129|DirectHit	CDD340907|37-559:5.44e-14|DirectHit	CDD273342|35-519:7.16e-12|DirectHit	CDD349949|37-560:4.48e-05|DirectHit
15	2.A.17.3.2-P46032:585	CDD340975|45-579:0.0|DirectHit	CDD340977|45-575:0.0|DirectHit	CDD340971|45-575:1.09e-166|DirectHit	CDD340909|48-577:0.0|DirectHit	CDD340976|45-579:0.0|DirectHit	CDD425909|113-544:4.02e-157|DirectHit	CDD340865|48-571:8.87e-99|DirectHit	CDD340973|45-578:3.87e-166|DirectHit	CDD340905|46-582:8.83e-96|DirectHit	CDD225646|46-544:2.78e-46|DirectHit	CDD340969|50-523:1.49e-47|DirectHit	CDD340974|49-578:1.03e-152|DirectHit	CDD340908|55-527:1.83e-38|DirectHit	CDD340970|50-521:4.00e-55|DirectHit	CDD340906|47-577:1.07e-56|DirectHit	CDD273343|62-449:5.11e-44|DirectHit	CDD340904|58-532:9.82e-31|DirectHit	CDD340972|46-577:7.18e-140|DirectHit	CDD340907|55-567:7.14e-27|DirectHit	CDD273342|40-559:4.9e-131|Rescued1	CDD349949|63-281:4.24e-05|DirectHit
16	2.A.17.3.3-Q43390:589	CDD340975|30-567:3.84e-152|DirectHit	CDD340977|30-564:9.61e-143|DirectHit	CDD340971|30-564:0.0|DirectHit	CDD340909|33-564:0.0|DirectHit	CDD340976|30-565:2.05e-133|DirectHit	CDD425909|98-531:3.11e-116|DirectHit	CDD340865|33-564:7.55e-153|DirectHit	CDD340973|30-564:1.40e-130|DirectHit	CDD340905|36-569:8.83e-45|DirectHit	CDD225646|34-564:8.21e-27|DirectHit	CDD340969|32-522:2.03e-18|DirectHit	CDD340974|36-565:1.78e-115|DirectHit	CDD340908|32-509:2.88e-14|DirectHit	CDD340970|32-567:1.34e-25|DirectHit	CDD340906|31-562:2.68e-34|DirectHit	CDD273343|54-452:5.56e-28|DirectHit	CDD340904|39-564:1.17e-16|DirectHit	CDD340972|32-564:1.28e-129|DirectHit	CDD340907|36-558:4.47e-16|DirectHit	CDD273342|34-518:1.19e-09|DirectHit	CDD349949|36-559:1.87e-04|DirectHit
17	2.A.17.3.4-Q9FNL7:582	CDD340975|31-563:0.0|DirectHit	CDD340977|31-544:4.83e-153|DirectHit	CDD340971|31-540:8.33e-141|DirectHit	CDD340909|34-544:0.0|DirectHit	CDD340976|31-544:6.75e-156|DirectHit	CDD425909|99-527:3.63e-94|DirectHit	CDD340865|34-544:1.70e-73|DirectHit	CDD340973|31-544:1.22e-141|DirectHit	CDD340905|36-506:5.86e-40|DirectHit	CDD225646|32-516:3.41e-29|DirectHit	CDD340969|35-505:2.38e-18|DirectHit	CDD340974|35-544:1.10e-125|DirectHit	CDD340908|30-495:1.72e-19|DirectHit	CDD340970|36-507:1.54e-21|DirectHit	CDD340906|33-544:6.50e-42|DirectHit	CDD273343|48-432:2.91e-22|DirectHit	CDD340904|41-260:3.29e-17|DirectHit	CDD340972|32-544:3.83e-131|DirectHit	CDD340907|37-544:2.32e-14|DirectHit	CDD273342|24-560:1.4e-87|Rescued1	CDD349949|25-555:4e-81|Rescued1
18	2.A.17.3.5-Q9M1E2:558	CDD340975|26-542:8.64e-99|DirectHit	CDD340977|40-537:2.62e-84|DirectHit	CDD340971|26-537:1.37e-84|DirectHit	CDD340909|30-537:2.53e-108|DirectHit	CDD340976|26-541:3.33e-73|DirectHit	CDD425909|96-507:3.11e-55|DirectHit	CDD340865|49-537:1.82e-43|DirectHit	CDD340973|26-538:3.61e-98|DirectHit	CDD340905|30-544:2.54e-22|DirectHit	CDD225646|50-480:1.44e-10|DirectHit	CDD340969|27-543:6.3e-62|Rescued1	CDD340974|29-540:0.0|DirectHit	CDD340908|80-480:6.72e-08|DirectHit	CDD340970|27-542:9.8e-64|Rescued1	CDD340906|41-535:9.89e-18|DirectHit	CDD273343|75-441:1.75e-11|DirectHit	CDD340904|27-542:2.7e-55|Rescued1	CDD340972|48-538:1.22e-81|DirectHit	CDD340907|87-538:9.03e-13|DirectHit	CDD273342|24-535:6e-55|Rescued1	CDD349949|31-534:1.7e-62|Rescued1
19	2.A.17.3.6-Q9SX20:596	CDD340975|32-567:2.19e-166|DirectHit	CDD340977|32-563:3.44e-136|DirectHit	CDD340971|28-563:1.00e-148|DirectHit	CDD340909|30-563:0.0|DirectHit	CDD340976|31-566:8.04e-157|DirectHit	CDD425909|95-530:2.60e-89|DirectHit	CDD340865|31-563:1.28e-77|DirectHit	CDD340973|27-564:0.0|DirectHit	CDD340905|29-569:4.64e-53|DirectHit	CDD225646|33-526:4.01e-26|DirectHit	CDD340969|28-521:1.36e-26|DirectHit	CDD340974|30-565:3.88e-167|DirectHit	CDD340908|65-510:4.08e-10|DirectHit	CDD340970|28-521:1.12e-26|DirectHit	CDD340906|37-562:4.81e-32|DirectHit	CDD273343|44-436:6.88e-24|DirectHit	CDD340904|33-517:1.92e-07|DirectHit	CDD340972|32-563:8.81e-137|DirectHit	CDD340907|37-556:3.98e-20|DirectHit	CDD273342|13-525:7.9e-94|Rescued1	CDD349949|32-560:9e-84|Rescued1
20	2.A.17.3.7-Q9M390:570	CDD340975|28-562:0.0|DirectHit	CDD340977|28-559:0.0|DirectHit	CDD340971|28-558:5.42e-171|DirectHit	CDD340909|31-559:0.0|DirectHit	CDD340976|28-561:0.0|DirectHit	CDD425909|96-526:5.65e-127|DirectHit	CDD340865|31-559:9.23e-113|DirectHit	CDD340973|28-558:1.58e-176|DirectHit	CDD340905|33-564:8.80e-90|DirectHit	CDD225646|29-513:1.40e-50|DirectHit	CDD340969|33-515:1.80e-45|DirectHit	CDD340974|33-560:1.39e-159|DirectHit	CDD340908|38-509:3.28e-45|DirectHit	CDD340970|33-503:6.14e-52|DirectHit	CDD340906|30-559:1.52e-64|DirectHit	CDD273343|45-433:6.85e-42|DirectHit	CDD340904|41-513:1.06e-32|DirectHit	CDD340972|29-559:3.84e-151|DirectHit	CDD340907|38-559:8.63e-29|DirectHit	CDD273342|38-511:4.41e-16|DirectHit	CDD349949|42-264:5.48e-07|DirectHit
21	2.A.17.3.8-Q9LFB8:570	CDD340975|29-562:0.0|DirectHit	CDD340977|29-559:0.0|DirectHit	CDD340971|29-559:3.11e-171|DirectHit	CDD340909|32-559:0.0|DirectHit	CDD340976|29-561:0.0|DirectHit	CDD425909|97-526:2.77e-123|DirectHit	CDD340865|32-559:2.01e-100|DirectHit	CDD340973|29-559:1.92e-178|DirectHit	CDD340905|34-564:4.94e-90|DirectHit	CDD225646|30-506:2.50e-48|DirectHit	CDD340969|34-565:5.24e-44|DirectHit	CDD340974|34-560:1.43e-162|DirectHit	CDD340908|39-506:8.11e-38|DirectHit	CDD340970|34-503:3.64e-49|DirectHit	CDD340906|31-557:5.66e-68|DirectHit	CDD273343|46-433:9.97e-38|DirectHit	CDD340904|37-559:1.09e-33|DirectHit	CDD340972|30-559:1.83e-149|DirectHit	CDD340907|35-559:2.22e-21|DirectHit	CDD273342|27-542:5.5e-159|Rescued1	CDD349949|44-229:1.97e-04|47-236:4.14e-06|DirectHit
22	2.A.17.3.9-Q8IY34:581	CDD340975|38-563:5.64e-57|DirectHit	CDD340977|48-560:1.50e-49|DirectHit	CDD340971|38-560:4.40e-51|DirectHit	CDD340909|38-560:6.17e-74|DirectHit	CDD340976|42-563:8.53e-51|DirectHit	CDD425909|175-520:3.10e-61|DirectHit	CDD340865|38-556:6.99e-91|DirectHit	CDD340973|42-560:7.26e-32|DirectHit	CDD340905|42-563:6.35e-43|DirectHit	CDD225646|41-516:8.54e-22|DirectHit	CDD340969|38-509:4.99e-10|DirectHit	CDD340974|42-563:3.19e-51|DirectHit	CDD340908|38-520:9.77e-20|DirectHit	CDD340970|38-523:7.18e-14|DirectHit	CDD340906|38-562:0.0|DirectHit	CDD273343|49-431:1.67e-08|DirectHit	CDD340904|40-562:1.41e-14|DirectHit	CDD340972|38-562:1.92e-33|DirectHit	CDD340907|38-562:3.69e-19|DirectHit	CDD273342|38-522:5.24e-09|DirectHit	CDD349949|38-558:1.3e-32|Rescued1
