# CDD425738:  DirectHits:  20    Rescued Proteins:  10    Prots with Domain in 4.D.1:  30 (100.0% from a total of 30)
# CDD133061:  DirectHits:  16    Rescued Proteins:  14    Prots with Domain in 4.D.1:  30 (100.0% from a total of 30)
# CDD132997:  DirectHits:  18    Rescued Proteins:  12    Prots with Domain in 4.D.1:  30 (100.0% from a total of 30)
# CDD133045:  DirectHits:  25    Rescued Proteins:  5    Prots with Domain in 4.D.1:  30 (100.0% from a total of 30)
# CDD224137:  DirectHits:  15    Rescued Proteins:  15    Prots with Domain in 4.D.1:  30 (100.0% from a total of 30)
# CDD433365:  DirectHits:  15    Rescued Proteins:  12    Prots with Domain in 4.D.1:  27 (90.0% from a total of 30)
# CDD133056:  DirectHits:  16    Rescued Proteins:  14    Prots with Domain in 4.D.1:  30 (100.0% from a total of 30)
# CDD224136:  DirectHits:  26    Rescued Proteins:  4    Prots with Domain in 4.D.1:  30 (100.0% from a total of 30)
# CDD433372:  DirectHits:  20    Rescued Proteins:  10    Prots with Domain in 4.D.1:  30 (100.0% from a total of 30)
# CDD133035:  DirectHits:  15    Rescued Proteins:  15    Prots with Domain in 4.D.1:  30 (100.0% from a total of 30)
12	4.D.1.1.12-P29465:1165	CDD224136|815-1109:2.62e-22|DirectHit	CDD133045|828-911:1.91e-19|DirectHit	CDD433372|655-996:1.1e-12|Rescued1	CDD425738|655-911:1.5e-11|Rescued1	CDD132997|753-903:5.6e-05|Rescued1	CDD133061|655-996:2e-11|Rescued1	CDD133056|831-1000:4.29e-10|DirectHit	CDD133035|753-996:9.8e-11|Rescued1	CDD224137|753-1004:1.8e-13|Rescued1	CDD433365|831-1052:1.7e-11|Rescued1
13	4.D.1.1.13-P77757:322	CDD224136|8-283:1.56e-10|DirectHit	CDD133045|12-173:1.20e-16|DirectHit	CDD433372|10-134:6.81e-06|DirectHit	CDD425738|11-172:1.68e-34|DirectHit	CDD132997|12-127:6.95e-18|DirectHit	CDD133061|9-134:1.99e-09|DirectHit	CDD133056|10-179:4.32e-11|DirectHit	CDD133035|12-141:4.17e-13|DirectHit	CDD224137|8-147:7.63e-04|DirectHit	CDD433365|94-287:0.0077|Rescued2
14	4.D.1.1.14-Q55487:318	CDD224136|5-139:4.91e-11|DirectHit	CDD133045|7-146:2.85e-16|DirectHit	CDD433372|5-173:3.96e-04|DirectHit	CDD425738|6-166:9.47e-35|DirectHit	CDD132997|7-121:5.18e-18|DirectHit	CDD133061|4-144:2.5e-24|Rescued1	CDD133056|5-169:1.4e-26|Rescued1	CDD133035|7-108:9.16e-13|DirectHit	CDD224137|1-181:1.97e-05|DirectHit	CDD433365|Nohit
15	4.D.1.1.15-OLS17256:574	CDD224136|115-449:1.08e-58|DirectHit	CDD133045|172-346:2.67e-68|DirectHit	CDD433372|167-389:2.90e-30|DirectHit	CDD425738|171-332:9.86e-35|DirectHit	CDD132997|172-282:1.91e-31|DirectHit	CDD133061|158-393:1.67e-50|DirectHit	CDD133056|170-389:9.22e-31|DirectHit	CDD133035|172-386:2.32e-26|DirectHit	CDD224137|166-424:7.26e-21|DirectHit	CDD433365|249-440:1.52e-20|DirectHit
16	4.D.1.1.16-P14180:963	CDD224136|401-815:1.30e-34|DirectHit	CDD133045|296-543:8.53e-18|DirectHit	CDD433372|292-608:6.5e-08|Rescued1	CDD425738|294-530:2.9e-07|Rescued1	CDD132997|417-469:0.0076|Rescued1	CDD133061|292-612:3.2e-08|Rescued1	CDD133056|436-605:1.04e-06|DirectHit	CDD133035|417-608:1.9e-07|Rescued1	CDD224137|337-659:2.1e-08|Rescued1	CDD433365|436-670:1.6e-60|Rescued1
17	4.D.1.1.17-P08004:1131	CDD224136|553-882:2.22e-35|DirectHit	CDD133045|567-687:4.86e-16|DirectHit	CDD433372|493-763:1.8e-08|Rescued1	CDD425738|559-687:5.7e-08|Rescued1	CDD132997|559-631:0.0011|Rescued1	CDD133061|493-763:1.3e-08|Rescued1	CDD133056|597-766:1.47e-05|DirectHit	CDD133035|556-763:5.4e-08|Rescued1	CDD224137|493-823:2.1e-08|Rescued1	CDD433365|597-825:8.36e-10|DirectHit
18	4.D.1.1.18-Q92819:552	CDD224136|34-491:2.22e-28|DirectHit	CDD133045|89-314:6.55e-26|DirectHit	CDD433372|84-355:2.85e-10|DirectHit	CDD425738|87-294:1.84e-05|DirectHit	CDD132997|89-244:6.6e-05|Rescued1	CDD133061|84-341:1.39e-07|DirectHit	CDD133056|84-361:1.83e-96|DirectHit	CDD133035|89-356:9.2e-17|Rescued1	CDD224137|96-421:1.90e-06|DirectHit	CDD433365|207-424:9.7e-80|Rescued1
19	4.D.1.2.1-V5RWM6:543	CDD224136|123-523:1.5e-138|Rescued1	CDD133045|135-295:4.4e-40|Rescued1	CDD433372|134-295:0.0041|Rescued1	CDD425738|135-295:2.8e-39|Rescued1	CDD132997|135-264:0.00077|Rescued1	CDD133061|125-295:0.00038|Rescued1	CDD133056|134-295:0.004|Rescued1	CDD133035|135-264:0.0012|Rescued1	CDD224137|134-295:0.0011|Rescued1	CDD433365|321-411:0.0062|Rescued1
20	4.D.1.2.2-K9AUN1:585	CDD224136|173-549:1.04e-04|DirectHit	CDD133045|174-288:3.3e-29|Rescued1	CDD433372|173-426:3.4e-40|Rescued2	CDD425738|174-288:1.3e-28|Rescued1	CDD132997|174-301:1.4e-25|Rescued2	CDD133061|161-426:1.1e-42|Rescued2	CDD133056|173-426:3.8e-40|Rescued2	CDD133035|174-426:4.4e-31|Rescued2	CDD224137|173-394:3.4e-40|Rescued2	CDD433365|359-453:0.0079|Rescued1
21	4.D.1.2.3-AKM80739:557	CDD224136|117-507:2.70e-09|DirectHit	CDD133045|135-250:1.28e-05|DirectHit	CDD433372|136-387:0.0046|Rescued1	CDD425738|135-250:1.30e-04|DirectHit	CDD132997|136-245:3.5e-05|Rescued1	CDD133061|120-387:0.00013|Rescued1	CDD133056|136-387:0.0051|Rescued1	CDD133035|136-387:2e-05|Rescued1	CDD224137|136-355:7.9e-05|Rescued1	CDD433365|321-414:2.4e-31|Rescued2
22	4.D.1.3.1-F8KXN0:411	CDD224136|21-361:2.9e-05|Rescued1	CDD133045|36-123:3.65e-09|DirectHit	CDD433372|27-157:0.00087|Rescued1	CDD425738|33-137:1.10e-11|DirectHit	CDD132997|33-166:2.31e-14|DirectHit	CDD133061|11-123:6.48e-07|DirectHit	CDD133056|46-157:0.0062|Rescued1	CDD133035|45-123:0.0012|Rescued1	CDD224137|26-293:2.5e-12|Rescued1	CDD433365|Nohit
23	4.D.1.3.2-B8F5K7:252	CDD224136|2-231:4.6e-05|Rescued1	CDD133045|11-89:1.70e-07|DirectHit	CDD433372|2-130:1.3e-05|Rescued1	CDD425738|5-147:7.54e-22|DirectHit	CDD132997|6-136:4.06e-15|DirectHit	CDD133061|2-99:3.53e-04|DirectHit	CDD133056|4-245:1.4e-05|Rescued1	CDD133035|1-127:5.7e-06|Rescued1	CDD224137|1-142:2.03e-05|DirectHit	CDD433365|132-245:0.0069|Rescued2
24	4.D.1.3.3-B3EBP1:1435	CDD224136|17-233:3.74e-10|319-536:5.48e-22|593-822:2.42e-13|DirectHit	CDD133045|22-205:6.91e-13|320-496:7.07e-17|615-726:2.68e-13|1050-1144:1.40e-06|DirectHit	CDD433372|18-242:1.26e-06|319-535:1.60e-20|611-830:5.19e-07|DirectHit	CDD425738|21-195:1.27e-23|319-490:1.64e-20|614-727:1.14e-26|1045-1127:6.40e-15|DirectHit	CDD132997|22-229:4.44e-21|320-520:2.41e-20|615-811:1.83e-25|1047-1123:4.03e-11|DirectHit	CDD133061|18-144:3.53e-07|309-428:5.34e-09|597-697:1.01e-08|DirectHit	CDD133056|319-523:1.17e-10|DirectHit	CDD133035|22-219:1.17e-08|320-432:1.17e-04|629-729:2.97e-07|DirectHit	CDD224137|18-244:1.94e-27|319-545:9.11e-41|609-847:1.11e-39|DirectHit	CDD433365|399-579:0.00093|Rescued1
25	4.D.1.3.4-Q50864:1275	CDD224136|572-783:1.99e-17|DirectHit	CDD133045|332-433:3.96e-11|578-760:1.84e-10|DirectHit	CDD433372|319-440:3.82e-06|574-783:9.17e-10|DirectHit	CDD425738|322-477:2.35e-18|577-753:4.98e-17|DirectHit	CDD132997|324-437:1.02e-20|578-783:4.43e-20|DirectHit	CDD133061|569-784:9.02e-07|DirectHit	CDD133056|321-450:0.00014|576-786:1.2e-09|Rescued1	CDD133035|578-688:1.74e-09|DirectHit	CDD224137|318-489:3.25e-05|572-834:1.57e-24|DirectHit	CDD433365|658-803:1.4e-08|Rescued2
26	4.D.1.3.5-AKM79484:252	CDD224136|4-111:1.1e-06|Rescued1	CDD133045|5-82:5.25e-07|DirectHit	CDD433372|3-146:1e-06|Rescued1	CDD425738|4-86:7.49e-16|DirectHit	CDD132997|6-141:4.46e-13|DirectHit	CDD133061|2-117:2.1e-13|Rescued1	CDD133056|3-117:6.4e-07|Rescued1	CDD133035|5-117:4.3e-07|Rescued1	CDD224137|1-146:2.3e-19|Rescued1	CDD433365|Nohit
27	4.D.1.4.1-Q16739:394	CDD224136|1-369:1.48e-24|DirectHit	CDD133045|75-236:2.49e-08|DirectHit	CDD433372|51-276:5.83e-20|DirectHit	CDD425738|64-222:1.36e-05|DirectHit	CDD132997|58-251:2.58e-07|DirectHit	CDD133061|44-278:6.2e-21|Rescued1	CDD133056|53-278:5.9e-07|Rescued1	CDD133035|65-170:3.68e-04|DirectHit	CDD224137|51-306:3.8e-21|Rescued1	CDD433365|144-277:1.74e-04|DirectHit
28	4.D.1.4.2-W1QAH1:479	CDD224136|13-472:7.07e-12|DirectHit	CDD133045|74-257:9.8e-24|Rescued1	CDD433372|64-176:1.06e-10|DirectHit	CDD425738|75-174:2.35e-04|DirectHit	CDD132997|66-257:2e-28|Rescued1	CDD133061|21-189:1.2e-11|Rescued1	CDD133056|64-346:5.7e-13|Rescued2	CDD133035|81-256:2.8e-20|Rescued1	CDD224137|81-189:0.00064|Rescued1	CDD433365|160-362:4.4e-07|Rescued1
29	4.D.1.4.3-B5YH84:390	CDD224136|5-388:9.58e-28|DirectHit	CDD133045|50-223:3.16e-12|DirectHit	CDD433372|38-263:7.13e-10|DirectHit	CDD425738|57-209:4.91e-09|DirectHit	CDD132997|42-239:3.92e-12|DirectHit	CDD133061|38-265:2.4e-21|Rescued1	CDD133056|40-275:5.5e-06|Rescued1	CDD133035|51-265:3.12e-14|DirectHit	CDD224137|38-281:1.8e-21|Rescued1	CDD433365|125-297:1.31e-06|DirectHit
30	4.D.1.4.4-s0EYI0:390	CDD224136|5-381:5.80e-18|DirectHit	CDD133045|62-233:1.74e-08|DirectHit	CDD433372|48-284:9.14e-21|DirectHit	CDD425738|49-227:6.8e-15|Rescued1	CDD132997|50-175:2.16e-06|DirectHit	CDD133061|16-280:3.94e-12|DirectHit	CDD133056|48-283:1.4e-10|Rescued1	CDD133035|67-282:8.17e-08|DirectHit	CDD224137|48-321:3.44e-04|DirectHit	CDD433365|138-331:1.15e-17|DirectHit
